age,educ,black,hisp,married,nodegr,re74,re75,re78,u74,u75,treat,race,w1,w0,w_rmpw
23,11,1,0,0,1,0,0,0,1,1,0,not_white,1.0262621667522378,0.9859031167744053,0.9859031167744053
24,12,0,0,0,0,0,0,11294.6,1,1,0,white,0.6664153389631221,1.4069230850671597,1.4069230850671597
29,11,1,0,0,1,0,0,0,1,1,0,not_white,1.1398445683942922,0.9226534818366812,0.9226534818366812
24,11,1,0,0,1,0,0,14626.4,1,1,0,not_white,1.0450488864845082,0.9756979051726818,0.9756979051726818
22,9,1,0,0,1,0,0,12898.4,1,1,0,not_white,0.9011825681759469,1.0629793196471637,1.0629793196471637
28,11,1,0,0,1,0,0,5767.13,1,1,0,not_white,1.1208078861016129,0.9335150498460579,0.9335150498460579
18,10,0,1,0,1,0,0,6527.92,1,1,0,not_white,0.881947732887109,1.0675150888183973,1.0675150888183973
26,10,1,0,0,1,0,0,3931.24,1,1,0,not_white,1.0235593838716384,0.98597744139806,0.98597744139806
25,10,1,0,0,1,0,0,20942.2,1,1,0,not_white,1.0055723170273938,0.9966998623939444,0.9966998623939444
24,10,1,0,0,1,0,0,0,1,1,0,not_white,0.9876470032299526,1.0072794984362936,1.0072794984362936
26,5,1,0,0,1,0,0,0,1,1,0,not_white,0.7944351266583344,1.1903091341338854,1.1903091341338854
36,10,1,0,0,1,0,0,14690.4,1,1,0,not_white,1.204431633764153,0.8720964896260376,0.8720964896260376
22,11,1,0,0,1,0,0,0,1,1,0,not_white,1.007558271827238,0.9959631003703041,0.9959631003703041
25,12,1,0,0,0,0,0,3418.1,1,1,0,not_white,0.6791159764698207,1.3933883128550368,1.3933883128550368
27,11,1,0,0,1,0,0,11197.3,1,1,0,not_white,1.1017985417811877,0.9442554368496975,0.9442554368496975
29,8,1,0,0,1,0,0,0,1,1,0,not_white,0.9689657101958554,1.0223740916433828,1.0223740916433828
24,12,1,0,0,0,0,0,0,1,1,0,not_white,0.6664153389631221,1.4069230850671597,1.4069230850671597
22,10,1,0,0,1,0,0,0,1,1,0,not_white,0.9520224006178679,1.027991968260056,1.027991968260056
24,7,1,0,0,1,0,0,1455.69,1,1,0,not_white,0.8429572844469765,1.120630009364094,1.120630009364094
29,12,1,0,0,0,0,0,1890.94,1,1,0,not_white,0.7304894049916917,1.3370680692970276,1.3370680692970276
25,11,0,1,1,1,0,0,4485.62,1,1,0,not_white,1.4031439746474512,0.7473968872076852,0.7473968872076852
30,12,1,0,0,0,0,0,13613.4,1,1,0,not_white,0.7434395354914283,1.3224768974037917,1.3224768974037917
22,8,1,0,0,1,0,0,1390.51,1,1,0,not_white,0.8546416837630896,1.101198427525049,1.101198427525049
55,3,1,0,0,1,0,0,5843.8,1,1,0,not_white,1.1062623842796182,0.864332685770627,0.864332685770627
20,10,1,0,0,1,0,0,8598.52,1,1,0,not_white,0.9167645060066197,1.0480805335923677,1.0480805335923677
34,11,1,0,0,1,0,0,2920.2,1,1,0,not_white,1.2350233735835774,0.8667271343587932,0.8667271343587932
22,12,1,0,0,0,0,0,0,1,1,0,not_white,0.6412332884213018,1.433295511128962,1.433295511128962
32,12,0,1,1,0,0,0,6735.32,1,1,0,not_white,1.0055777331148918,0.991816245724437,0.991816245724437
31,10,1,0,0,1,0,0,0,1,1,0,not_white,1.1140470188387592,0.9304042391172463,0.9304042391172463
18,9,1,0,0,1,0,0,0,1,1,0,not_white,0.8345045645114922,1.1033908272443913,1.1033908272443913
50,10,0,1,0,1,0,0,0,1,1,0,not_white,1.444859668610843,0.7015326428938112,0.7015326428938112
25,11,1,0,1,1,0,0,44.7555,1,1,0,not_white,1.4031439746474512,0.7473968872076852,0.7473968872076852
23,10,1,0,1,1,0,0,0,1,1,0,not_white,1.2967858684515114,0.7988791871844395,0.7988791871844395
38,10,1,0,0,1,0,0,0,1,1,0,not_white,1.2402354298823952,0.8481881656075548,0.8481881656075548
25,10,1,0,1,1,0,0,3701.81,1,1,0,not_white,1.3302008903432434,0.7739907347939768,0.7739907347939768
42,10,1,0,0,1,0,0,6930.34,1,1,0,not_white,1.310736717694405,0.7996775807950739,0.7996775807950739
39,12,1,0,1,0,0,0,3795.8,1,1,0,not_white,1.0826486080997948,0.8744258881329565,0.8744258881329565
34,13,1,0,1,0,0,0,5193.25,1,1,0,not_white,1.06661934087871,0.9096225862292423,0.9096225862292423
24,7,1,0,0,1,0,0,2193.53,1,1,0,not_white,0.8429572844469765,1.120630009364094,1.120630009364094
32,11,1,0,0,1,0,0,11120.5,1,1,0,not_white,1.1970007957552735,0.8893976245376832,0.8893976245376832
27,13,1,0,0,0,0,0,7609.52,1,1,0,not_white,0.7337847290929862,1.3017665170483663,1.3017665170483663
26,10,1,0,0,1,0,0,2169.03,1,1,0,not_white,1.0235593838716384,0.98597744139806,0.98597744139806
44,11,1,0,0,1,0,0,0,1,1,0,not_white,1.420511988332546,0.749342853573885,0.749342853573885
25,11,1,0,0,1,0,0,1264.23,1,1,0,not_white,1.0639078139067724,0.9653517969828354,0.9653517969828354
25,12,1,0,0,0,0,0,0,1,1,0,not_white,0.6791159764698207,1.3933883128550368,1.3933883128550368
28,12,1,0,1,0,0,0,0,1,1,0,not_white,0.958481780922797,1.0597124863530765,1.0597124863530765
32,10,1,0,0,1,0,0,0,1,1,0,not_white,1.13217771080434,0.9189367187720602,0.9189367187720602
22,10,1,0,0,1,0,0,0,1,1,0,not_white,0.9520224006178679,1.027991968260056,1.027991968260056
19,9,1,0,0,1,0,0,5712.64,1,1,0,not_white,0.8510079816550699,1.0935461883877653,1.0935461883877653
31,10,1,0,1,1,0,0,0,1,1,0,not_white,1.4263620350887878,0.6993029637547499,0.6993029637547499
23,11,1,0,0,1,0,0,0,1,1,0,not_white,1.0262621667522378,0.9859031167744053,0.9859031167744053
33,11,1,0,0,1,0,0,0,1,1,0,not_white,1.2160283255932407,0.8781082599958511,0.8781082599958511
27,10,1,0,0,1,0,0,1184.88,1,1,0,not_white,1.041597718009899,0.9751171601377695,0.9751171601377695
29,11,1,0,1,1,0,0,10225.9,1,1,0,not_white,1.4709428448003254,0.6989662841210157,0.6989662841210157
23,10,1,0,0,1,0,0,0,1,1,0,not_white,0.9697936964543864,1.0177116739427,1.0177116739427
25,9,1,0,1,1,0,0,4715.37,1,1,0,not_white,1.2634257753938058,0.8030410369601202,0.8030410369601202
25,10,1,0,0,1,0,0,289.79,1,1,0,not_white,1.0055723170273938,0.9966998623939444,0.9966998623939444
24,10,1,0,0,1,0,0,0,1,1,0,not_white,0.9876470032299526,1.0072794984362936,1.0072794984362936
28,8,0,0,0,1,0,0,8190.42,1,1,0,white,0.9524845263301531,1.0340856485138772,1.0340856485138772
26,6,1,0,0,1,0,0,4813.05,1,1,0,not_white,0.8325397715846526,1.1419230477563165,1.1419230477563165
30,14,1,0,1,0,0,0,7344.68,1,1,0,not_white,1.0596767859065546,0.9273514229701993,0.9273514229701993
25,10,1,0,1,1,0,0,0,1,1,0,not_white,1.3302008903432434,0.7739907347939768,0.7739907347939768
29,11,1,0,1,1,0,0,0,1,1,0,not_white,1.4709428448003254,0.6989662841210157,0.6989662841210157
25,12,1,0,1,0,0,0,0,1,1,0,not_white,0.9219977611203579,1.110517791645977,1.110517791645977
28,13,1,0,0,0,0,0,0,1,1,0,not_white,0.747106192234389,1.2881000837575647,1.2881000837575647
23,11,1,0,0,1,0,0,4350.91,1,1,0,not_white,1.0262621667522378,0.9859031167744053,0.9859031167744053
54,11,1,0,0,1,0,0,7812.52,1,1,0,not_white,1.5898589072685472,0.6304094305904673,0.6304094305904673
33,5,0,1,0,1,0,0,0,1,1,0,not_white,0.896169886133664,1.0995414079527568,1.0995414079527568
20,8,1,0,0,1,0,0,3644.66,1,1,0,not_white,0.822645884780904,1.1222477697466784,1.1222477697466784
45,9,1,0,0,1,0,0,4844.8,1,1,0,not_white,1.2926632660485917,0.7907931093633245,0.7907931093633245
39,6,1,0,0,1,0,0,0,1,1,0,not_white,1.0289691247144155,0.9738031567483347,0.9738031567483347
26,12,1,0,0,0,0,0,0,1,1,0,not_white,0.6918807324509973,1.379628945441837,1.379628945441837
23,10,1,0,0,1,0,0,0,1,1,0,not_white,0.9697936964543864,1.0177116739427,1.0177116739427
27,12,0,0,0,0,0,0,14792.9,1,1,0,white,0.7047026596278132,1.3656512817542752,1.3656512817542752
33,9,0,1,1,1,0,0,0,1,1,0,not_white,1.3848706703615494,0.7005191052762941,0.7005191052762941
25,10,1,0,1,1,0,0,0,1,1,0,not_white,1.3302008903432434,0.7739907347939768,0.7739907347939768
23,8,1,0,0,1,0,0,3746.7,1,1,0,not_white,0.8707776911671629,1.090414582226388,1.090414582226388
18,8,1,0,0,1,0,0,1568.15,1,1,0,not_white,0.7910731268081567,1.1425803818331703,1.1425803818331703
17,8,1,0,0,1,0,0,7010.44,1,1,0,not_white,0.7754648514442676,1.1524694032825584,1.1524694032825584
19,9,0,1,0,1,0,0,3811.68,1,1,0,not_white,0.8510079816550699,1.0935461883877653,1.0935461883877653
18,8,0,1,0,1,0,0,10798.6,1,1,0,not_white,0.7910731268081567,1.1425803818331703,1.1425803818331703
18,11,1,0,0,1,0,0,4657.27,1,1,0,not_white,0.9337731926126636,1.0346729547059859,1.0346729547059859
17,11,1,0,0,1,0,0,8551.53,1,1,0,not_white,0.9156323713966098,1.0439506975343447,1.0439506975343447
19,10,1,0,0,1,0,0,4309.88,1,1,0,not_white,0.8992965175259701,1.0578812769566073,1.0578812769566073
19,10,1,0,0,1,0,0,5286.4,1,1,0,not_white,0.8992965175259701,1.0578812769566073,1.0578812769566073
18,9,1,0,0,1,0,0,12486.2,1,1,0,not_white,0.8345045645114922,1.1033908272443913,1.1033908272443913
18,9,1,0,0,1,0,0,10877.4,1,1,0,not_white,0.8345045645114922,1.1033908272443913,1.1033908272443913
18,10,1,0,0,1,0,0,202.285,1,1,0,not_white,0.881947732887109,1.0675150888183973,1.0675150888183973
17,10,1,0,0,1,0,0,2657.71,1,1,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
18,7,1,0,0,1,0,0,4132.58,1,1,0,not_white,0.7513141932132377,1.1853898474009679,1.1853898474009679
18,11,1,0,0,1,0,0,11303.1,1,1,0,not_white,0.9337731926126636,1.0346729547059859,1.0346729547059859
19,10,0,1,0,1,0,0,0,1,1,0,not_white,0.8992965175259701,1.0578812769566073,1.0578812769566073
18,9,1,0,0,1,0,0,0,1,1,0,not_white,0.8345045645114922,1.1033908272443913,1.1033908272443913
17,10,1,0,0,1,0,0,0,1,1,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
17,10,1,0,0,1,0,0,2189.43,1,1,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
19,11,1,0,0,1,0,0,0,1,1,0,not_white,0.952045430734505,1.0252321425911757,1.0252321425911757
17,8,0,0,0,1,0,0,10211,1,1,0,white,0.7754648514442676,1.1524694032825584,1.1524694032825584
18,10,1,0,0,1,0,0,11048.1,1,1,0,not_white,0.881947732887109,1.0675150888183973,1.0675150888183973
18,9,1,0,0,1,0,0,0,1,1,0,not_white,0.8345045645114922,1.1033908272443913,1.1033908272443913
17,8,1,0,0,1,0,0,8993.87,1,1,0,not_white,0.7754648514442676,1.1524694032825584,1.1524694032825584
19,6,0,1,0,1,0,0,5071.8,1,1,0,not_white,0.7292897682539843,1.2215522677255812,1.2215522677255812
19,10,0,0,0,1,0,0,3194.01,1,1,0,white,0.8992965175259701,1.0578812769566073,1.0578812769566073
17,11,0,0,0,1,0,0,0,1,1,0,white,0.9156323713966098,1.0439506975343447,1.0439506975343447
20,9,1,0,0,1,0,0,5193.09,1,1,0,not_white,0.8676277252626892,1.083527066299931,1.083527066299931
17,9,1,0,0,1,0,0,0,1,1,0,not_white,0.8181254968792953,1.1130578460242178,1.1130578460242178
17,10,1,0,0,1,0,0,275.566,1,1,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
17,9,1,0,0,1,0,0,3590.7,1,1,0,not_white,0.8181254968792953,1.1130578460242178,1.1130578460242178
19,11,1,0,0,1,0,0,0,1,1,0,not_white,0.952045430734505,1.0252321425911757,1.0252321425911757
19,10,1,0,1,1,0,0,12797.7,1,1,0,not_white,1.2283974103039978,0.8482821914562346,0.8482821914562346
20,9,1,0,0,1,0,0,2035.91,1,1,0,not_white,0.8676277252626892,1.083527066299931,1.083527066299931
18,9,1,0,0,1,0,0,2389.68,1,1,0,not_white,0.8345045645114922,1.1033908272443913,1.1033908272443913
18,11,1,0,0,1,0,0,0,1,1,0,not_white,0.9337731926126636,1.0346729547059859,1.0346729547059859
17,10,0,1,0,1,0,0,8469.28,1,1,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
19,11,1,0,0,1,0,0,0,1,1,0,not_white,0.952045430734505,1.0252321425911757,1.0252321425911757
17,10,1,0,0,1,0,0,1143.39,1,1,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
17,9,0,1,0,1,0,0,5114.81,1,1,0,not_white,0.8181254968792953,1.1130578460242178,1.1130578460242178
18,10,1,0,0,1,0,0,781.224,1,1,0,not_white,0.881947732887109,1.0675150888183973,1.0675150888183973
21,9,1,0,0,1,591.499,0,3343.22,0,1,0,not_white,0.8843554637801935,1.0733368779930086,1.0733368779930086
18,10,1,0,0,1,1563.25,0,9602.44,0,1,0,not_white,0.881947732887109,1.0675150888183973,1.0675150888183973
19,11,1,0,0,1,1626.62,0,0,0,1,0,not_white,0.952045430734505,1.0252321425911757,1.0252321425911757
24,9,1,0,0,1,2788.5,0,16461.6,0,1,0,not_white,0.9350989462181101,1.0417782607616473,1.0417782607616473
28,11,0,1,1,1,3472.95,0,6771.62,0,1,0,not_white,1.4542834152894875,0.7110606338478621,0.7110606338478621
25,11,1,0,0,1,5281.25,0,0,0,1,0,not_white,1.0639078139067724,0.9653517969828354,0.9653517969828354
21,7,1,0,0,1,33800,0,11011.6,0,1,0,not_white,0.7967038677474135,1.1538386189475507,1.1538386189475507
39,11,1,0,0,1,0,83.6896,0,1,0,0,not_white,1.3290837692707156,0.8086745877135906,0.8086745877135906
36,12,1,0,0,0,0,142.397,0,1,0,0,not_white,0.8214536992024307,1.2312396737473907,1.2312396737473907
24,12,1,0,0,0,0,159.885,0,1,0,0,not_white,0.6664153389631221,1.4069230850671597,1.4069230850671597
17,11,1,0,0,1,989.268,165.208,4251.13,0,0,0,not_white,0.9156323713966098,1.0439506975343447,1.0439506975343447
18,10,1,0,0,1,960.427,240.107,2891.67,0,0,0,not_white,0.881947732887109,1.0675150888183973,1.0675150888183973
18,10,1,0,0,1,0,273.553,5514.37,1,0,0,not_white,0.881947732887109,1.0675150888183973,1.0675150888183973
28,10,1,0,0,1,1471.29,367.823,4858.9,0,0,0,not_white,1.059676621350435,0.9641241856316883,0.9641241856316883
27,13,0,0,0,0,5214.31,474.502,4812.58,0,0,0,white,0.7337847290929862,1.3017665170483663,1.3017665170483663
31,12,0,0,0,0,0,494.643,0,1,0,0,white,0.756417490437169,1.3076961605010726,1.3076961605010726
22,9,1,0,0,1,0,506.408,604.199,1,0,0,not_white,0.9011825681759469,1.0629793196471637,1.0629793196471637
31,10,1,0,0,1,0,520.446,14527.9,1,0,0,not_white,1.1140470188387592,0.9304042391172463,0.9304042391172463
26,10,1,0,1,1,6140.37,558.773,0,0,0,0,not_white,1.3466772824898052,0.761526300031443,0.761526300031443
18,9,0,0,0,1,0,559.596,7300.5,1,0,0,white,0.8345045645114922,1.1033908272443913,1.1033908272443913
23,11,1,0,0,1,6382.31,580.79,0,0,0,0,not_white,1.0262621667522378,0.9859031167744053,0.9859031167744053
20,12,1,0,0,0,0,591.815,4159.92,1,0,0,not_white,0.6163863235834351,1.4587033649647305,1.4587033649647305
19,10,1,0,0,1,0,604.154,0,1,0,0,not_white,0.8992965175259701,1.0578812769566073,1.0578812769566073
18,11,1,0,0,1,1064.7,645.272,5497.59,0,0,0,not_white,0.9337731926126636,1.0346729547059859,1.0346729547059859
17,10,1,0,0,1,0,664.569,0,1,0,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
27,12,1,0,1,0,0,752.39,0,1,0,0,not_white,0.9464199648024698,1.0766765087828165,1.0766765087828165
27,11,1,0,0,1,3065.19,766.299,0,0,0,0,not_white,1.1017985417811877,0.9442554368496975,0.9442554368496975
28,12,0,0,0,0,0,803.343,16477,1,0,0,white,0.7175746413914663,1.3514619841693933,1.3514619841693933
28,11,1,0,0,1,2431.95,863.48,0,0,0,0,not_white,1.1208078861016129,0.9335150498460579,0.9335150498460579
21,10,1,0,0,1,6661.06,1162.36,39483.5,0,0,0,not_white,0.9343428525137499,1.0381162205289614,1.0381162205289614
17,10,0,1,0,1,4905.12,1168.9,11306.3,0,0,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
26,11,1,0,0,1,4699.96,1174.99,6672.02,0,0,0,not_white,1.0828280716902259,0.9548693688448965,0.9548693688448965
29,9,1,0,0,1,0,1203.82,9378.65,1,0,0,not_white,1.0209734961966668,0.9861578052793318,0.9861578052793318
17,10,0,1,0,1,1203.61,1239.63,5088.99,0,0,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
22,11,1,0,0,1,7914.13,1321.66,2639.29,0,0,0,not_white,1.007558271827238,0.9959631003703041,0.9959631003703041
24,11,1,0,0,1,0,1327.99,9495.9,1,0,0,not_white,1.0450488864845082,0.9756979051726818,0.9756979051726818
20,12,1,0,0,0,557.699,1371.47,20893.1,0,0,0,not_white,0.6163863235834351,1.4587033649647305,1.4587033649647305
18,12,1,0,0,0,0,1405.51,0,1,0,0,not_white,0.5919227766464582,1.4831099626976316,1.4831099626976316
24,11,0,0,0,1,2669.73,1468.38,10361.7,0,0,0,white,1.0450488864845082,0.9756979051726818,0.9756979051726818
21,9,0,0,0,1,2988.41,1577.17,1740.2,0,0,0,white,0.8843554637801935,1.0733368779930086,1.0733368779930086
30,8,1,0,0,1,0,1706.66,0,1,0,0,not_white,0.9854707608495337,1.0105272170305508,1.0105272170305508
31,11,1,0,0,1,17711.9,1726.45,0,0,0,0,not_white,1.1779529494217351,0.9005889727113916,0.9005889727113916
17,10,0,1,0,1,1442.68,1734.56,6354.19,0,0,0,not_white,0.8647266754590012,1.0769788771765807,1.0769788771765807
19,9,1,0,0,1,8409.63,1778.09,7171,0,0,0,not_white,0.8510079816550699,1.0935461883877653,1.0935461883877653
23,11,1,0,0,1,0,1896.02,5573.55,1,0,0,not_white,1.0262621667522378,0.9859031167744053,0.9859031167744053
22,12,1,0,0,0,4380.02,2003.68,439.688,0,0,0,not_white,0.6412332884213018,1.433295511128962,1.433295511128962
29,12,1,0,0,0,22859.4,2080.21,16970,0,0,0,not_white,0.7304894049916917,1.3370680692970276,1.3370680692970276
22,10,1,0,0,1,0,2174.96,5344.02,1,0,0,not_white,0.9520224006178679,1.027991968260056,1.027991968260056
29,13,1,0,0,0,718.249,2265.58,2725.32,0,0,0,not_white,0.7604693061516927,1.2742416823482066,1.2742416823482066
19,11,1,0,0,1,721.341,2445.59,9772.28,0,0,0,not_white,0.952045430734505,1.0252321425911757,1.0252321425911757
17,9,1,0,0,1,0,2595.27,0,1,0,0,not_white,0.8181254968792953,1.1130578460242178,1.1130578460242178
18,10,1,0,0,1,1716.51,2682.13,0,0,0,0,not_white,0.881947732887109,1.0675150888183973,1.0675150888183973
19,12,1,0,0,0,8417,2814.2,1720.91,0,0,0,not_white,0.6041037430467547,1.4710338702815338,1.4710338702815338
20,6,1,0,0,1,6006.88,2850.61,0,0,0,0,not_white,0.7437713884207122,1.210749355545569,1.210749355545569
33,11,1,0,0,1,10523.8,2899.82,18859.9,0,0,0,not_white,1.2160283255932407,0.8781082599958511,0.8781082599958511
36,11,0,1,0,1,5443.73,3063.88,1324.54,0,0,0,not_white,1.2728671497303565,0.8437154162302686,0.8437154162302686
25,11,1,0,0,1,15210,3072.73,284.658,0,0,0,not_white,1.0639078139067724,0.9653517969828354,0.9653517969828354
19,11,1,0,0,1,3504.01,3285.68,11195.9,0,0,0,not_white,0.952045430734505,1.0252321425911757,1.0252321425911757
23,8,1,0,0,1,7724.28,3403.06,0,0,0,0,not_white,0.8707776911671629,1.090414582226388,1.090414582226388
17,11,1,0,0,1,4080.73,3796.03,0,0,0,0,not_white,0.9156323713966098,1.0439506975343447,1.0439506975343447
43,10,1,0,0,1,2502.87,4128.44,7565.27,0,0,0,not_white,1.3280658469206255,0.7874480438950319,0.7874480438950319
26,11,1,0,1,1,0,4184.73,0,1,0,0,not_white,1.4203740674302645,0.735283175432394,0.735283175432394
27,11,1,0,1,1,0,4491.88,0,1,0,0,not_white,1.4374239031912301,0.7231686681248125,0.7231686681248125
19,11,1,0,0,1,6337.49,4503.06,0,0,0,0,not_white,0.952045430734505,1.0252321425911757,1.0252321425911757
28,11,1,0,1,1,8593.16,5393.9,4974.59,0,0,0,not_white,1.4542834152894875,0.7110606338478621,0.7110606338478621
28,12,1,0,1,0,10585.1,5551.46,12780,0,0,0,not_white,0.958481780922797,1.0597124863530765,1.0597124863530765
26,8,1,0,0,1,1126.29,5562.6,3523.58,0,0,0,not_white,0.9196332694318898,1.0570792940771645,1.0570792940771645
31,12,1,0,0,0,0,5613.91,0,1,0,0,not_white,0.756417490437169,1.3076961605010726,1.3076961605010726
23,11,1,0,0,1,7617.36,5716.41,10274.8,0,0,0,not_white,1.0262621667522378,0.9859031167744053,0.9859031167744053
20,12,1,0,0,0,7182.49,6004.73,4779.72,0,0,0,not_white,0.6163863235834351,1.4587033649647305,1.4587033649647305
28,10,1,0,1,1,8293.35,6449.48,16988.2,0,0,0,not_white,1.379118529030361,0.7365948129955613,0.7365948129955613
39,12,1,0,1,0,19785.3,6608.14,499.257,0,0,0,not_white,1.0826486080997948,0.8744258881329565,0.8744258881329565
21,8,1,0,0,1,39570.7,6608.3,3083.58,0,0,0,not_white,0.8385949415792848,1.1118108422624067,1.1118108422624067
22,11,1,0,0,1,8810.07,6974.48,3708.72,0,0,0,not_white,1.007558271827238,0.9959631003703041,0.9959631003703041
20,11,1,0,0,1,8009.16,7666.88,7659.22,0,0,0,not_white,0.970440015857196,1.015631312138621,1.015631312138621
21,11,0,1,0,1,2992.53,8920.47,20857.8,0,0,0,not_white,0.9889475404023435,1.0058737746111535,1.0058737746111535
23,12,0,1,0,0,5721.7,8960.68,7078.18,0,0,0,not_white,0.6537855855020109,1.4202273344472993,1.4202273344472993
29,9,1,0,0,1,9268.94,9160.69,0,0,0,0,not_white,1.0209734961966668,0.9861578052793318,0.9861578052793318
28,9,1,0,1,1,10222.4,9210.45,1239.84,0,0,0,not_white,1.310309484718739,0.7644875659113695,0.7644875659113695
30,11,1,0,1,1,0,9311.94,3982.8,1,0,0,not_white,1.4873927598538486,0.6868927577873716,0.6868927577873716
25,10,1,0,1,1,13520,9319.44,0,0,0,0,not_white,1.3302008903432434,0.7739907347939768,0.7739907347939768
28,11,1,0,1,1,824.389,10033.9,0,0,0,0,not_white,1.4542834152894875,0.7110606338478621,0.7110606338478621
22,10,0,0,0,1,27864.4,10598.7,7094.92,0,0,0,white,0.9520224006178679,1.027991968260056,1.027991968260056
44,9,1,0,1,1,12260.8,10857.2,12359.3,0,0,0,not_white,1.5291174276468997,0.5650448230107727,0.5650448230107727
21,9,1,0,0,1,31886.4,12357.2,0,0,0,0,not_white,0.8843554637801935,1.0733368779930086,1.0733368779930086
28,11,1,0,0,1,17491.5,13371.3,0,0,0,0,not_white,1.1208078861016129,0.9335150498460579,0.9335150498460579
29,9,0,1,0,1,9594.31,16341.2,16900.3,0,0,0,not_white,1.0209734961966668,0.9861578052793318,0.9861578052793318
25,9,1,0,1,1,24731.6,16946.6,7343.96,0,0,0,not_white,1.2634257753938058,0.8030410369601202,0.8030410369601202
22,10,0,0,1,1,25720.9,23032,5448.8,0,0,0,white,1.279867687143743,0.8112880278516205,0.8112880278516205
